
ctrl,down,[Extension Development Host] Welcome - Visual Studio Code,Unknown
shift,down,[Extension Development Host] Welcome - Visual Studio Code,Unknown
P,down,[Extension Development Host] Welcome - Visual Studio Code,Unknown
s,down,[Extension Development Host] Welcome - Visual Studio Code,Unknown
enter,down,[Extension Development Host] Welcome - Visual Studio Code,Unknown
